Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Date,Year,Month,Sentiment,Review_Length,Clean_Text,Processed_Text,Final_Text,Dominant_Topic,Topic_Name,Topic_Confidence
188,B00029XIZI,A2S72TUJDQUBMH,Nadia,0,0,5,1236124800,Miracle,"My Scotties were full of hot spots and when I used this within a week all the hot spots were gone. The smell is kinda strong, but not bad. It's tolerablel.",2009-03-04,2009,2009-03,Positive,155,my scotties were full of hot spots and when i used this within a week all the hot spots were gone the smell is kinda strong but not bad it s tolerablel,scotties full hot spots used within week hot spots gone smell kinda strong bad tolerablel,scottie full hot spot used within week hot spot gone smell kinda strong bad tolerablel,5,"Pancake, Waffle & Baking Mixes",0.017798
189,B004V6AH34,ATX44LVZL5JFV,Silvy,1,1,4,1314403200,not bad for instant healthy coffee,"I bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants.  I didn't expect it to taste good, but it actually does!  I've only had it for a few days and for $5 its totally worth it.  My sisters all take ganocafe but now I'm introducing them to this less expensive similar coffee.  I will follow up on this product in a few weeks.  :)",2011-08-27,2011,2011-08,Positive,413,i bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants i didn t expect it to taste good but it actually does i ve only had it for a few days and for its totally worth it my sisters all take ganocafe but now i m introducing them to this less expensive similar coffee i will follow up on this product in a few weeks,bought coffee much cheaper ganocafe organic reishi mushroom well healthy antioxidants expect taste good actually days totally worth sisters take ganocafe introducing less expensive similar coffee follow product weeks,bought coffee much cheaper ganocafe organic reishi mushroom well healthy antioxidant expect taste good actually day totally worth sister take ganocafe introducing less expensive similar coffee follow product week,5,"Pancake, Waffle & Baking Mixes",0.142995
190,B004V6AH34,A3AFVGFX175F9N,Gift Card Recipient,0,0,3,1340582400,It's ok,"The coffee is very finely processed and the flavor is just alright.  Nescafe and Mount Hagen are better - I bought this to try something other than these two, but I probably won't get this again.  There is just a slight ""vitaminy"" taste, but it's not overwhelming.  It's also a bit pricey for what you get.",2012-06-25,2012,2012-06,Neutral,306,the coffee is very finely processed and the flavor is just alright nescafe and mount hagen are better i bought this to try something other than these two but i probably won t get this again there is just a slight vitaminy taste but it s not overwhelming it s also a bit pricey for what you get,coffee finely processed flavor alright nescafe mount hagen better bought try something two probably get slight vitaminy taste overwhelming also bit pricey get,coffee finely processed flavor alright nescafe mount hagen better bought try something two probably get slight vitaminy taste overwhelming also bit pricey get,5,"Pancake, Waffle & Baking Mixes",0.091574
191,B004V6AH34,AXAJ1GHE97YE2,"Jasmin Song ""Jasmin Song""",0,0,5,1339027200,I love it!,"This coffee is great because it's all organic ingredients!  No pesticides to worry about, plus it tastes good, and you have the healing effects for ganoderma.",2012-06-07,2012,2012-06,Positive,158,this coffee is great because it s all organic ingredients no pesticides to worry about plus it tastes good and you have the healing effects for ganoderma,coffee great organic ingredients pesticides worry plus tastes good healing effects ganoderma,coffee great organic ingredient pesticide worry plus taste good healing effect ganoderma,5,"Pancake, Waffle & Baking Mixes",0.111723
192,B004V6AH34,A3POAWC2JPQQQP,me,0,0,5,1338249600,great taste and has health benefits!,"Like the other people mentioned, this coffee has a great taste. I've tried different instant coffees before, but this one is one of the better ones. Another one of my favorites, if you want to try it out (though NOT organic), is 'Africafe pure instant coffee'",2012-05-29,2012,2012-05,Positive,259,like the other people mentioned this coffee has a great taste i ve tried different instant coffees before but this one is one of the better ones another one of my favorites if you want to try it out though not organic is africafe pure instant coffee,like people mentioned coffee great taste tried different instant coffees one one better ones another one favorites want try though organic africafe pure instant coffee,like people mentioned coffee great taste tried different instant coffee one one better one another one favorite want try though organic africafe pure instant coffee,5,"Pancake, Waffle & Baking Mixes",0.249301
193,B004V6AH34,AJZ2A9UOJK0RB,LK,0,0,5,1336089600,Tastes Great. Arrived in 2 days!,"Tastes great, and gives me energy without the jitters. Love this product.<br />However, I do wish it came in some sort of resealable jar or hard plastic container instead of a zip-lock pouch because the zip-lock ripped off and quit working after awhile. But the product is fantastic, just not crazy about the packaging.",2012-05-04,2012,2012-05,Positive,319,tastes great and gives me energy without the jitters love this product br however i do wish it came in some sort of resealable jar or hard plastic container instead of a zip lock pouch because the zip lock ripped off and quit working after awhile but the product is fantastic just not crazy about the packaging,tastes great gives energy without jitters love product br however wish came sort resealable jar hard plastic container instead zip lock pouch zip lock ripped quit working awhile product fantastic crazy packaging,taste great give energy without jitter love product br however wish came sort resealable jar hard plastic container instead zip lock pouch zip lock ripped quit working awhile product fantastic crazy packaging,3,Tea & Beverages,0.045641
194,B0028C44Z0,A19NGYCQ1NCF3W,S. Haney,2,2,5,1323820800,Great for after lunch,These little guys are tasty and refreshing.<br /><br />I usually eat salads for lunch which can do terrible things to breath.  I eat 2 of these after lunch (because they are so small) and I find this sufficiently resolves the problem.<br /><br />They're sugar free (sugar can actually help the smelly bacteria grow) which is great and they're tasty enough that I almost think of them as part of my lunch.<br /><br />This is a good bulk value buy and I'd highly recommend the mints themselves.  Cheers!,2011-12-14,2011,2011-12,Positive,501,these little guys are tasty and refreshing br br i usually eat salads for lunch which can do terrible things to breath i eat of these after lunch because they are so small and i find this sufficiently resolves the problem br br they re sugar free sugar can actually help the smelly bacteria grow which is great and they re tasty enough that i almost think of them as part of my lunch br br this is a good bulk value buy and i d highly recommend the mints themselves cheers,little guys tasty refreshing br br usually eat salads lunch terrible things breath eat lunch small find sufficiently resolves problem br br sugar free sugar actually help smelly bacteria grow great tasty enough almost think part lunch br br good bulk value buy highly recommend mints cheers,little guy tasty refreshing br br usually eat salad lunch terrible thing breath eat lunch small find sufficiently resolve problem br br sugar free sugar actually help smelly bacteria grow great tasty enough almost think part lunch br br good bulk value buy highly recommend mint cheer,1,Food & Pet Products,0.12922
195,B0028C44Z0,A32DDKLY942A84,"PrinterCPE ""damnsilly1""",2,2,4,1284249600,"Nice little mints, but pricey.","I like these better than the regular Altoids, but they're even more costly, so you'd better like them.",2010-09-12,2010,2010-09,Positive,102,i like these better than the regular altoids but they re even more costly so you d better like them,like better regular altoids even costly better like,like better regular altoids even costly better like,3,Tea & Beverages,0.031382
196,B0028C44Z0,A3B6S35IUGOGW4,Rutt10,1,1,5,1300406400,Altoids mini mints tins,These little tins of sugar free mine mints were a great deal.There perfict for on the go.Fifty mints per tin is just the right amount to cary along.And there safer for your teeth than the ones with sugar.The price of twelve dollars was very resonable.Also there great for shareing.If you are looking for a mint try these ones.Youll be glad you did.,2011-03-18,2011,2011-03,Positive,348,these little tins of sugar free mine mints were a great deal there perfict for on the go fifty mints per tin is just the right amount to cary along and there safer for your teeth than the ones with sugar the price of twelve dollars was very resonable also there great for shareing if you are looking for a mint try these ones youll be glad you did,little tins sugar free mine mints great deal perfict go fifty mints per tin right amount cary along safer teeth ones sugar price twelve dollars resonable also great shareing looking mint try ones youll glad,little tin sugar free mine mint great deal perfict go fifty mint per tin right amount cary along safer teeth one sugar price twelve dollar resonable also great shareing looking mint try one youll glad,3,Tea & Beverages,0.058788
197,B0028C44Z0,AI7O5C9KBVSTF,i&#60;3pnutbutter,3,4,5,1274054400,Altoids Smalls-Wintergreen,"Pros:<br />+packaging, shipping, price<br />+sold about a year before its expiration date (enough for me to eat/share 9 boxes)<br />+not too ""fresh"" like the regular wintergreen and not in a powdery form. it's a real mint!<br /><br />Cons: none!",2010-05-17,2010,2010-05,Positive,245,pros br packaging shipping price br sold about a year before its expiration date enough for me to eat share boxes br not too fresh like the regular wintergreen and not in a powdery form it s a real mint br br cons none,pros br packaging shipping price br sold year expiration date enough eat share boxes br fresh like regular wintergreen powdery form real mint br br cons none,pro br packaging shipping price br sold year expiration date enough eat share box br fresh like regular wintergreen powdery form real mint br br con none,1,Food & Pet Products,0.150118
198,B0028C44Z0,A4LL4KXLRBQHQ,stillgoinstrong,2,3,3,1278460800,Sugarfree...,"Be careful not to eat too many of them in one day, as one of the chemicals in it is the same as that of a LAXATIVE!!! LOLOLOL!!!",2010-07-07,2010,2010-07,Neutral,128,be careful not to eat too many of them in one day as one of the chemicals in it is the same as that of a laxative lololol,careful eat many one day one chemicals laxative lololol,careful eat many one day one chemical laxative lololol,3,Tea & Beverages,0.042324
199,B0028C44Z0,A3U94LRA4I8YAL,"Brenda Woodward ""love to read""",2,3,5,1265932800,Tasty!!,These mints are really strong and have a great taste. They are also a convenient size to carry in a pocket or purse.,2010-02-12,2010,2010-02,Positive,116,these mints are really strong and have a great taste they are also a convenient size to carry in a pocket or purse,mints really strong great taste also convenient size carry pocket purse,mint really strong great taste also convenient size carry pocket purse,3,Tea & Beverages,0.033265
200,B0028C44Z0,A1WTXY4MW3YDF2,Gordon,0,0,5,1344729600,These mints are awesome!,This is a huge supply of them. I'm still working on these and have plenty to spare. Much more effective than buying one from the grocery store or 7-11 every time you want a mint.,2012-08-12,2012,2012-08,Positive,178,this is a huge supply of them i m still working on these and have plenty to spare much more effective than buying one from the grocery store or every time you want a mint,huge supply still working plenty spare much effective buying one grocery store every time want mint,huge supply still working plenty spare much effective buying one grocery store every time want mint,3,Tea & Beverages,0.046155
201,B0028C44Z0,A1UF2VN3O50NGW,Lou,0,0,2,1330819200,Altoids Smalls,"Even with small containers, they don't fill them up.  These little tins are less than half filled and at the price charged it seems a rip-off. Is there some exotic ingredient as costly as gold contained in those tiny squares?  Or how about the cereal ploy, they were filled at the factory but settled in transport.<br />Can manufacturers be honest in their dealings?",2012-03-04,2012,2012-03,Negative,366,even with small containers they don t fill them up these little tins are less than half filled and at the price charged it seems a rip off is there some exotic ingredient as costly as gold contained in those tiny squares or how about the cereal ploy they were filled at the factory but settled in transport br can manufacturers be honest in their dealings,even small containers fill little tins less half filled price charged seems rip exotic ingredient costly gold contained tiny squares cereal ploy filled factory settled transport br manufacturers honest dealings,even small container fill little tin less half filled price charged seems rip exotic ingredient costly gold contained tiny square cereal ploy filled factory settled transport br manufacturer honest dealing,1,Food & Pet Products,0.026762
202,B0028C44Z0,A3VAYCK681VZZO,Optimus,0,0,5,1320710400,Love these! And reusable containers,"I love, and use the empty containers for medicine/advil in my purse, desk, suitcase. Also line with felt to keep earrings. Perfect little size to disguise small valuables when traveling and LOVE the mints. Tiny and powerful without burning my mouth.",2011-11-08,2011,2011-11,Positive,249,i love and use the empty containers for medicine advil in my purse desk suitcase also line with felt to keep earrings perfect little size to disguise small valuables when traveling and love the mints tiny and powerful without burning my mouth,love use empty containers medicine advil purse desk suitcase also line felt keep earrings perfect little size disguise small valuables traveling love mints tiny powerful without burning mouth,love use empty container medicine advil purse desk suitcase also line felt keep earring perfect little size disguise small valuable traveling love mint tiny powerful without burning mouth,3,Tea & Beverages,0.039654
203,B0028C44Z0,A3TIC20I6XI297,dog lover,0,0,5,1320451200,Altoids,Received as shown. My mother in law likes these and Walgreens quit carrying them. It was great i could get them on Amazon.,2011-11-05,2011,2011-11,Positive,122,received as shown my mother in law likes these and walgreens quit carrying them it was great i could get them on amazon,received shown mother law likes walgreens quit carrying great could get amazon,received shown mother law like walgreens quit carrying great could get amazon,3,Tea & Beverages,0.042405
204,B0028C44Z0,A2Q8F5N7HQXWDW,Bell Girl,0,0,4,1316908800,A huge hit at the office!,"I keep a case of these in my office and always have at least a tin or two on my desk for visitors to help themselves to. Some folks stop by just to grab some mints and others pop them like candy while we meet. When I find someone who keeps coming back for more I just give them their own tin! One co-worker asked me to save the tins for her so she could use them as pillboxes and safety pin boxes. Like I said, theyre a real hit. Since I wouldn't be able to keep my hands off a candy dish, this is a good alternative to have around and it's nice to have them around if I have garlic for lunch! I gave the item 4 stars because they aren't as tasty as the sugar version of the mints  but what sugar free item is as good as it's full sugar counterpart?) and because of the fact that each tin is wrapped in plastic which seems like a waste and is irritating to remove (although I totally get why they wrap it - it still doesn't make it easy to deal with).",2011-09-25,2011,2011-09,Positive,951,i keep a case of these in my office and always have at least a tin or two on my desk for visitors to help themselves to some folks stop by just to grab some mints and others pop them like candy while we meet when i find someone who keeps coming back for more i just give them their own tin one co worker asked me to save the tins for her so she could use them as pillboxes and safety pin boxes like i said theyre a real hit since i wouldn t be able to keep my hands off a candy dish this is a good alternative to have around and it s nice to have them around if i have garlic for lunch i gave the item stars because they aren t as tasty as the sugar version of the mints but what sugar free item is as good as it s full sugar counterpart and because of the fact that each tin is wrapped in plastic which seems like a waste and is irritating to remove although i totally get why they wrap it it still doesn t make it easy to deal with,keep case office always least tin two desk visitors help folks stop grab mints others pop like candy meet find someone keeps coming back give tin one co worker asked save tins could use pillboxes safety pin boxes like said theyre real hit since able keep hands candy dish good alternative around nice around garlic lunch gave item stars tasty sugar version mints sugar free item good full sugar counterpart fact tin wrapped plastic seems like waste irritating remove although totally get wrap still make easy deal,keep case office always least tin two desk visitor help folk stop grab mint others pop like candy meet find someone keep coming back give tin one co worker asked save tin could use pillbox safety pin box like said theyre real hit since able keep hand candy dish good alternative around nice around garlic lunch gave item star tasty sugar version mint sugar free item good full sugar counterpart fact tin wrapped plastic seems like waste irritating remove although totally get wrap still make easy deal,3,Tea & Beverages,0.079886
205,B0028C44Z0,A2RMYCQIST622H,Dan,1,2,5,1322438400,"Love 'em, they're great!","The tiny Altoids are great for a quick breath freshening and the small box is great for portability. It's full, but compact.<br /><br />I haven't run out yet, and probably won't for a couple months, but I can't wait to buy it again.",2011-11-28,2011,2011-11,Positive,232,the tiny altoids are great for a quick breath freshening and the small box is great for portability it s full but compact br br i haven t run out yet and probably won t for a couple months but i can t wait to buy it again,tiny altoids great quick breath freshening small box great portability full compact br br run yet probably couple months wait buy,tiny altoids great quick breath freshening small box great portability full compact br br run yet probably couple month wait buy,1,Food & Pet Products,0.069132
206,B0028C44Z0,A27D5IRAIGLOG5,Texan Gal,1,2,5,1271635200,Love these!,"I loved these Wintergreen Altoid Smalls so much, I had to come write a review. The packaging is small for convenience, and the Altoids are smaller as well with a square shape, blue hue, and even more delicious taste in my opinion. I definitely prefer them over the regular-size Altoids and will continue purchasing them! Highly recommended!",2010-04-19,2010,2010-04,Positive,340,i loved these wintergreen altoid smalls so much i had to come write a review the packaging is small for convenience and the altoids are smaller as well with a square shape blue hue and even more delicious taste in my opinion i definitely prefer them over the regular size altoids and will continue purchasing them highly recommended,loved wintergreen altoid smalls much come write review packaging small convenience altoids smaller well square shape blue hue even delicious taste opinion definitely prefer regular size altoids continue purchasing highly recommended,loved wintergreen altoid small much come write review packaging small convenience altoids smaller well square shape blue hue even delicious taste opinion definitely prefer regular size altoids continue purchasing highly recommended,3,Tea & Beverages,0.038566
207,B0028C44Z0,A5F7YR0G7H9HR,Ma J. Vargas Peña,0,1,5,1315180800,fresh!,Fresh scent and taste. Easy to eat one tin in few hours. I use them as favors and everyone loved them.,2011-09-05,2011,2011-09,Positive,102,fresh scent and taste easy to eat one tin in few hours i use them as favors and everyone loved them,fresh scent taste easy eat one tin hours use favors everyone loved,fresh scent taste easy eat one tin hour use favor everyone loved,3,Tea & Beverages,0.051796
208,B0028C44Z0,A2E0MNOYZI00VW,Deborah Laux,1,3,5,1314662400,Wintergreen Me,"Hard to find the wintergreen smalls [sugar free] as stores only have the red smalls [peppermint --such a common flavor]. The wintergreen is refreshing and absolutely delicious. Driving cross country, if someone cuts me off, I turn to my daughter with my hand out and say ""Wintergreen Me!"" She pulls one out, puts it in my hand, and all is right with the world.",2011-08-30,2011,2011-08,Positive,360,hard to find the wintergreen smalls sugar free as stores only have the red smalls peppermint such a common flavor the wintergreen is refreshing and absolutely delicious driving cross country if someone cuts me off i turn to my daughter with my hand out and say wintergreen me she pulls one out puts it in my hand and all is right with the world,hard find wintergreen smalls sugar free stores red smalls peppermint common flavor wintergreen refreshing absolutely delicious driving cross country someone cuts turn daughter hand say wintergreen pulls one puts hand right world,hard find wintergreen small sugar free store red small peppermint common flavor wintergreen refreshing absolutely delicious driving cross country someone cut turn daughter hand say wintergreen pull one put hand right world,3,Tea & Beverages,0.044377
209,B0028C44Z0,A3BJ9NS09YGQT5,"Atl Chris ""Atl Chris""",0,3,1,1314489600,These just don't do it for me as breath mints,"To me, these are nothing like the regular Altoids and are not breath mints. They are pleasant-tasting little candies in a cute convenient tin, and that's as far as it goes. The mintiness is just not strong, and the wintergreens are definitely weaker than the peppermint minis. I'm not a dragon-breath person, but still, one of these mints is too small to have any effect on my breath. Four or five will freshen my breath for a short while - maybe 15 minutes. At this point, I think the Icebreakers Frost mints are the best as sugar free breath mints.",2011-08-28,2011,2011-08,Negative,550,to me these are nothing like the regular altoids and are not breath mints they are pleasant tasting little candies in a cute convenient tin and that s as far as it goes the mintiness is just not strong and the wintergreens are definitely weaker than the peppermint minis i m not a dragon breath person but still one of these mints is too small to have any effect on my breath four or five will freshen my breath for a short while maybe minutes at this point i think the icebreakers frost mints are the best as sugar free breath mints,nothing like regular altoids breath mints pleasant tasting little candies cute convenient tin far goes mintiness strong wintergreens definitely weaker peppermint minis dragon breath person still one mints small effect breath four five freshen breath short maybe minutes point think icebreakers frost mints best sugar free breath mints,nothing like regular altoids breath mint pleasant tasting little candy cute convenient tin far go mintiness strong wintergreen definitely weaker peppermint mini dragon breath person still one mint small effect breath four five freshen breath short maybe minute point think icebreaker frost mint best sugar free breath mint,3,Tea & Beverages,0.028213
210,B0009XLVGA,A3S84SEN2Z6DZU,"EJ ""Seayhorse""",2,2,5,1299283200,"better than average, more expensive than average.","we have fed our cats a lot of stuff. These 2 boy cats are not picky eaters. They loved the Purina. They loved the Nutro. They loved the Iams. They love whatever we feed them.<br /><br />This review is based on what we, their affectionate owners love. After a certain age, we were instructed by the vet to consider senior foods- and lower carb foods, because the catties were fatties. We tried a few types of food. Some evinced no change. Some made the litter super-stink.  Some had too small a kibble and the cats barfed it up because they didn't have to chew it to swallow it...<br /><br />This Felidae has done the trick. No problems to speak of. It is consistent in the litter and bearable on the nose. The cats love it. The kibble is sized appropriate to chewing. And here's the kicker:<br />After feeding the cats Felidae, their demeanor improved. Their coats are super soft and lush- both are new improvements we can directly attribute to this food. We're now loyal Felidae consumers.<br /><br />Additionally, the absence of corn product in the feed seems to lessen or remove the reactions of our friends with cat-allergies.",2011-03-05,2011,2011-03,Positive,1130,we have fed our cats a lot of stuff these boy cats are not picky eaters they loved the purina they loved the nutro they loved the iams they love whatever we feed them br br this review is based on what we their affectionate owners love after a certain age we were instructed by the vet to consider senior foods and lower carb foods because the catties were fatties we tried a few types of food some evinced no change some made the litter super stink some had too small a kibble and the cats barfed it up because they didn t have to chew it to swallow it br br this felidae has done the trick no problems to speak of it is consistent in the litter and bearable on the nose the cats love it the kibble is sized appropriate to chewing and here s the kicker br after feeding the cats felidae their demeanor improved their coats are super soft and lush both are new improvements we can directly attribute to this food we re now loyal felidae consumers br br additionally the absence of corn product in the feed seems to lessen or remove the reactions of our friends with cat allergies,fed cats lot stuff boy cats picky eaters loved purina loved nutro loved iams love whatever feed br br review based affectionate owners love certain age instructed vet consider senior foods lower carb foods catties fatties tried types food evinced change made litter super stink small kibble cats barfed chew swallow br br felidae done trick problems speak consistent litter bearable nose cats love kibble sized appropriate chewing kicker br feeding cats felidae demeanor improved coats super soft lush new improvements directly attribute food loyal felidae consumers br br additionally absence corn product feed seems lessen remove reactions friends cat allergies,fed cat lot stuff boy cat picky eater loved purina loved nutro loved iams love whatever feed br br review based affectionate owner love certain age instructed vet consider senior food lower carb food catty fatty tried type food evinced change made litter super stink small kibble cat barfed chew swallow br br felidae done trick problem speak consistent litter bearable nose cat love kibble sized appropriate chewing kicker br feeding cat felidae demeanor improved coat super soft lush new improvement directly attribute food loyal felidae consumer br br additionally absence corn product feed seems lessen remove reaction friend cat allergy,1,Food & Pet Products,0.077301
211,B0009XLVGA,A2U3Z5S70AE80V,Margaret,2,2,5,1267920000,My cat loves it!,"I started my cat on Felidae Platinum about 3 weeks ago and she loves it. She's an older cat, somewhat overweight, and had a grouchy temperament. I first mixed it with her previous food and she figured out which was which -- she ate the Felidae and left the old food! She's now been on just the Felidae for about ten days now, off the old food entirely, and she is a much sweeter, happier cat. I think it must agree with her better or be more easily digested, or something. In any case, I am a happy purchaser of Felidae. I don't agree with the previous reviewer that cats don't like it. Clearly, mine does.",2010-03-07,2010,2010-03,Positive,606,i started my cat on felidae platinum about weeks ago and she loves it she s an older cat somewhat overweight and had a grouchy temperament i first mixed it with her previous food and she figured out which was which she ate the felidae and left the old food she s now been on just the felidae for about ten days now off the old food entirely and she is a much sweeter happier cat i think it must agree with her better or be more easily digested or something in any case i am a happy purchaser of felidae i don t agree with the previous reviewer that cats don t like it clearly mine does,started cat felidae platinum weeks ago loves older cat somewhat overweight grouchy temperament first mixed previous food figured ate felidae left old food felidae ten days old food entirely much sweeter happier cat think must agree better easily digested something case happy purchaser felidae agree previous reviewer cats like clearly mine,started cat felidae platinum week ago love older cat somewhat overweight grouchy temperament first mixed previous food figured ate felidae left old food felidae ten day old food entirely much sweeter happier cat think must agree better easily digested something case happy purchaser felidae agree previous reviewer cat like clearly mine,3,Tea & Beverages,0.058636
212,B0009XLVGA,ATHUN0PJ0MG0P,"R. Cross ""LVWolfman""",1,1,5,1315008000,Great For Fat Cats and Senior Citizens,"We have three cats, the youngest is about eleven years old, another is fifteen and our oldest is, well ancient.  That is what the vet told us ten years ago.  The youngest is a blob.  When he lays down, he looks like a footstool. The other two are arthritic and skinny.<br /><br />Since we had such success with Canidae Platinum for senior dogs, I figured that we'd give it a try for our cats.  I'd had them on low ash Purina One Urinary tract formula for their entire lives and thankfully we had no UT problems.<br /><br />Buster, the youngest, is still a blob after six months plus on Felidae for Senior and Overweight cats.  However, the other two are now much more active and we can tell that they are really ""feeling better"" since we changed their food to Felidae.  Even Prissy, the ancient one has started to play and tease the dogs by getting them to chase her, where before when she was on Purina One, all she wanted to do was to sleep.<br /><br />I think that if you can get your cat on this fairly early in their weight problems, it'll be more effective.<br /><br />However, the glucosamine will certainly help your older fur balls have a happier life.",2011-09-03,2011,2011-09,Positive,1161,we have three cats the youngest is about eleven years old another is fifteen and our oldest is well ancient that is what the vet told us ten years ago the youngest is a blob when he lays down he looks like a footstool the other two are arthritic and skinny br br since we had such success with canidae platinum for senior dogs i figured that we d give it a try for our cats i d had them on low ash purina one urinary tract formula for their entire lives and thankfully we had no ut problems br br buster the youngest is still a blob after six months plus on felidae for senior and overweight cats however the other two are now much more active and we can tell that they are really feeling better since we changed their food to felidae even prissy the ancient one has started to play and tease the dogs by getting them to chase her where before when she was on purina one all she wanted to do was to sleep br br i think that if you can get your cat on this fairly early in their weight problems it ll be more effective br br however the glucosamine will certainly help your older fur balls have a happier life,three cats youngest eleven years old another fifteen oldest well ancient vet told us ten years ago youngest blob lays looks like footstool two arthritic skinny br br since success canidae platinum senior dogs figured give try cats low ash purina one urinary tract formula entire lives thankfully ut problems br br buster youngest still blob six months plus felidae senior overweight cats however two much active tell really feeling better since changed food felidae even prissy ancient one started play tease dogs getting chase purina one wanted sleep br br think get cat fairly early weight problems effective br br however glucosamine certainly help older fur balls happier life,three cat youngest eleven year old another fifteen oldest well ancient vet told u ten year ago youngest blob lay look like footstool two arthritic skinny br br since success canidae platinum senior dog figured give try cat low ash purina one urinary tract formula entire life thankfully ut problem br br buster youngest still blob six month plus felidae senior overweight cat however two much active tell really feeling better since changed food felidae even prissy ancient one started play tease dog getting chase purina one wanted sleep br br think get cat fairly early weight problem effective br br however glucosamine certainly help older fur ball happier life,1,Food & Pet Products,0.09746
213,B0009XLVGA,A2LWOW7SO2QPML,JHexatthewheel,0,1,2,1310515200,Nearly killed the cats,"Too much of a good thing? We worked this kibble in over time, slowly shifting the percentage of Felidae to national junk-food brand until the bowl was all natural. By this time, the cats couldn't keep it in or down. What a mess. We've moved on.",2011-07-13,2011,2011-07,Negative,244,too much of a good thing we worked this kibble in over time slowly shifting the percentage of felidae to national junk food brand until the bowl was all natural by this time the cats couldn t keep it in or down what a mess we ve moved on,much good thing worked kibble time slowly shifting percentage felidae national junk food brand bowl natural time cats keep mess moved,much good thing worked kibble time slowly shifting percentage felidae national junk food brand bowl natural time cat keep mess moved,3,Tea & Beverages,0.059546
214,B0009XLVGA,A1NHQNQ3TVXTZF,"Desert Girl ""chrissylovesherhusband""",3,10,1,1220227200,CHANGED FORMULA MAKES CATS SICK!!!!,"As with canidae, Felidae has also changed their formula.  Cats do not like change when it comes to their food.  And they just had to change it without putting it on their label.  We noticed the color of the food had changed and so did the smell.  (As you will notice I have also reviewd the Canidae, and this all happened the same time the dogs were having issues.)<br /><br />Prior to the change in food we had almost lost two of our cats because we had moved to a new home.  If cats get ""upset"" because of a change in enviorment, or a loud noise they can stop eating.  It depends on the cat.  Two of them had stopped eating and had lost a lot of weight.  We took them to the vet and it took months to get them back to normal.  It has been a year since then and they are better.  Then the formula for this food changed.<br /><br />We started to noitce they were not eating as much and it started to bug us.  We asked the shop owner of the feed store and she had no knowledge of any change to the food.  It wasn't until the we were in there with other customers yelling about their dogs food making their dogs sick.  Right away we changed the cats food and they started chowing down and haven't suffered one bit like our dogs have.<br /><br />Cats are sensitve animals and changes to thier food could cause them to stop eating.  Anyone thinking of purchasing this food should not do it!  We have 5 rescued and fixed cats, none of which are picky eaters and the change in this formula could have been the death of them had we not found out about the change in their formula.<br /><br />I urge anyone that has had these problems to go to the consumer affairs website and also the FDA website and write a letter to them to let them know how this has affected your animal.  As with canidae they do not care how the change has affected my animals, and tell me not to buy it.  This is just horrible!",2008-09-01,2008,2008-09,Negative,1893,as with canidae felidae has also changed their formula cats do not like change when it comes to their food and they just had to change it without putting it on their label we noticed the color of the food had changed and so did the smell as you will notice i have also reviewd the canidae and this all happened the same time the dogs were having issues br br prior to the change in food we had almost lost two of our cats because we had moved to a new home if cats get upset because of a change in enviorment or a loud noise they can stop eating it depends on the cat two of them had stopped eating and had lost a lot of weight we took them to the vet and it took months to get them back to normal it has been a year since then and they are better then the formula for this food changed br br we started to noitce they were not eating as much and it started to bug us we asked the shop owner of the feed store and she had no knowledge of any change to the food it wasn t until the we were in there with other customers yelling about their dogs food making their dogs sick right away we changed the cats food and they started chowing down and haven t suffered one bit like our dogs have br br cats are sensitve animals and changes to thier food could cause them to stop eating anyone thinking of purchasing this food should not do it we have rescued and fixed cats none of which are picky eaters and the change in this formula could have been the death of them had we not found out about the change in their formula br br i urge anyone that has had these problems to go to the consumer affairs website and also the fda website and write a letter to them to let them know how this has affected your animal as with canidae they do not care how the change has affected my animals and tell me not to buy it this is just horrible,canidae felidae also changed formula cats like change comes food change without putting label noticed color food changed smell notice also reviewd canidae happened time dogs issues br br prior change food almost lost two cats moved new home cats get upset change enviorment loud noise stop eating depends cat two stopped eating lost lot weight took vet took months get back normal year since better formula food changed br br started noitce eating much started bug us asked shop owner feed store knowledge change food customers yelling dogs food making dogs sick right away changed cats food started chowing suffered one bit like dogs br br cats sensitve animals changes thier food could cause stop eating anyone thinking purchasing food rescued fixed cats none picky eaters change formula could death found change formula br br urge anyone problems go consumer affairs website also fda website write letter let know affected animal canidae care change affected animals tell buy horrible,canidae felidae also changed formula cat like change come food change without putting label noticed color food changed smell notice also reviewd canidae happened time dog issue br br prior change food almost lost two cat moved new home cat get upset change enviorment loud noise stop eating depends cat two stopped eating lost lot weight took vet took month get back normal year since better formula food changed br br started noitce eating much started bug u asked shop owner feed store knowledge change food customer yelling dog food making dog sick right away changed cat food started chowing suffered one bit like dog br br cat sensitve animal change thier food could cause stop eating anyone thinking purchasing food rescued fixed cat none picky eater change formula could death found change formula br br urge anyone problem go consumer affair website also fda website write letter let know affected animal canidae care change affected animal tell buy horrible,3,Tea & Beverages,0.081916
