Id,ProductId,Score,Summary,Text,Date,Year,Month,Sentiment,Review_Length,Final_Text,Dominant_Topic
905,B000ER6YO0,5,Baby Lilly says 2 thumbs up!,"My little girl can't get enough of this! I like that it is organic and contains fruit, veggies, protein and grains in one tasty meal. I wish it came in larger portions since my 10 month old always wants 2 jars.",2012-05-23,2012,2012-05,Positive,210,little girl get enough like organic contains fruit veggie protein grain one tasty meal wish came larger portion since month old always want jar,3
906,B000ER6YO0,5,Earth's Best Rice & Lentil dinner,"Its my daughter's favorite first and foremost.  For me I love that i can get lentils, there aren't many stage 2 or 3 vegetarian choices.",2011-12-19,2011,2011-12,Positive,136,daughter favorite first foremost love get lentil many stage vegetarian choice,3
907,B000ER6YO0,1,Plastic in the food!,"Wow, i am shocked to find clear plastic pieces in the jars. The other posters say they notified Earth's Best about this in August and they are still selling it without checking or recalling!! No more earth's best for my little guy. I am taking my business elsewhere and I am very sad that organic company is selling baby food with plastic and bpa in their jars. They gotta do better than this to get my business.",2011-11-13,2011,2011-11,Negative,412,wow shocked find clear plastic piece jar poster say notified earth best august still selling without checking recalling earth best little guy taking business elsewhere sad organic company selling baby food plastic bpa jar gotta better get business,3
908,B000ER6YO0,4,My baby's favorite 2nd stage food so far and great for constipation!,"I like the Earth's Best baby food line because of the organic ingredients. Amazon has great prices (especially if you subscribe) and free delivery to your doorstop, which is convenient when you're a busy mom. My daughter doesn't like a lot of baby foods, but will eat this one. As other reviewers have stated, it's a bit runnier that other EB's stage 2 foods, so I add some oatmeal to it. It's also a bit bland, so I add a dash of cinnamon after heating it up. As an added bonus, it works wonders for her digestive tract! She had problems with constipation for about 2.5 months, sometimes going up to 10 days before we had to give her a suppository, and then I discovered that this food makes her poop every time (I also started giving her a sippy cup of water with meals and during the day to help with the fiber). I rated it 4 instead of 5 stars because the main ingredients are sweet potatoes and apricots rather than sweet potatoes and chicken. I wish there were more chicken in this so there was more protein.",2011-09-14,2011,2011-09,Positive,1014,like earth best baby food line organic ingredient amazon great price especially subscribe free delivery doorstop convenient busy mom daughter like lot baby food eat one reviewer stated bit runnier eb stage food add oatmeal also bit bland add dash cinnamon heating added bonus work wonder digestive tract problem constipation month sometimes going day give suppository discovered food make poop every time also started giving sippy cup water meal day help fiber rated instead star main ingredient sweet potato apricot rather sweet potato chicken wish chicken protein,3
909,B000ER6YO0,5,Sons Favorite Dinner!!!,"This is my son's favorite dinner! Best of all it seems it has the best combo of protein (21%) , vitamin A (100%) and C (30%). It is runnier than most of their dinners which was a great start for solids with protein in it. Love love love this brand and flavor. I think I purchased 50 jars so far.",2011-09-01,2011,2011-09,Positive,295,son favorite dinner best seems best combo protein vitamin c runnier dinner great start solid protein love love love brand flavor think purchased jar far,3
910,B000ER6YO0,5,No Issues,"I don't know how everyone else got these broken, but when I received them they came wrapped in plastic and in bubble wrap, not a single jar was broken.  My son loves them and the price was great and I had no issues at all.",2011-06-02,2011,2011-06,Positive,222,know everyone else got broken received came wrapped plastic bubble wrap single jar broken son love price great issue,3
911,B000ER6YO0,3,Too thin,Would be a quality product if it weren't so thin. Nearly the consistency of soup. It just makes too much of a mess no matter how careful you try to be.,2011-04-09,2011,2011-04,Neutral,151,would quality product thin nearly consistency soup make much mess matter careful try,3
912,B000ER6YO0,5,A great place to start,"I would love to say that I have the time to make my son's food everyday. Its not the case. Honestly, I do make it most of the time, but some days, you just don't have the time/energy to get it all done. Enter this product. Before I bought this baby food, I read the reviews and all these people were saying that it has fruit in it, its like a dessert, yadda yadda yadda. The truth is, is that yes, it has a bit of fruit in it, but its not sweet at all. The fruit merely brings out the flavors naturally so that you don't have to add anything else. Its a great product to enter proteins into baby's diet. The consistency is smooth enough that if you wanted to add cereal  to it also, baby will not choke on it. I highly recommend.",2010-11-16,2010,2010-11,Positive,729,would love say time make son food everyday case honestly make time day time energy get done enter product bought baby food read review people saying fruit like dessert yadda yadda yadda truth yes bit fruit sweet fruit merely brings flavor naturally add anything else great product enter protein baby diet consistency smooth enough wanted add cereal also baby choke highly recommend,3
913,B000ER6YO0,4,good for you but not best flavor,"We love earth's best organic baby food, but this is not the tastiest one. I've tried it myself and think it is pretty gross. But my daughter still eats it, just not with as much enthusiasm as other flavors. It's got a decent amount of protein, which is important for us as a vegetarian family.",2010-10-25,2010,2010-10,Positive,293,love earth best organic baby food tastiest one tried think pretty gross daughter still eats much enthusiasm flavor got decent amount protein important u vegetarian family,3
914,B000ER6YO0,5,A favorite!,Soft smooth texture - my little one devours this one...it is one of the best meat/veg dinners we have found!,2010-09-13,2010,2010-09,Positive,108,soft smooth texture little one devours one one best meat veg dinner found,3
915,B000ER6YO0,1,Runny and odd-tasting,"My triplets will not eat this, eventhe one who will eat ANYTHING. The consistency is way too runny as well and does not stay on the spoon.",2010-07-12,2010,2010-07,Negative,138,triplet eat eventhe one eat anything consistency way runny well stay spoon,3
916,B000ER6YO0,3,Too runny...,"My baby LOVES sweet potatoes. I can essentially mix any food into sweet potatoes and he will eat them; which in this case could be a good or bad thing depending on what I wanted to mix in there... it was horribly runny, like spooning formula into his mouth. Ick.",2010-06-24,2010,2010-06,Neutral,262,baby love sweet potato essentially mix food sweet potato eat case could good bad thing depending wanted mix horribly runny like spooning formula mouth ick,3
917,B000ER6YO0,4,"Great taste for a picky baby, but very thin compared to others","My daughter was not a big fan of baby food, especially any with proteins, but she did LOVE this one! The flavor is just right, not too sweet or too savory, and doesn't have a strong chicken flavor. Almost like plain sweet potatoes but not as sharp, thus it's a very good first protein to offer, and good for picky eaters. My nephews and my niece also liked this flavor, so it's a pretty safe bet to keep on hand if you don't know a particular baby's preferences.<br />Something I wish I had known was that it is quite a bit runnier than other Stage 2 Earth's Best, especially for having chicken. I added quite a bit of rice cereal to thicken it up after my daughter had gotten tired of the runny texture, and she liked that just fine, but it is an extra step. However the runnier texture makes it workable for younger babies or those with gagging/texture problems.",2012-10-15,2012,2012-10,Positive,864,daughter big fan baby food especially protein love one flavor right sweet savory strong chicken flavor almost like plain sweet potato sharp thus good first protein offer good picky eater nephew niece also liked flavor pretty safe bet keep hand know particular baby preference br something wish known quite bit runnier stage earth best especially chicken added quite bit rice cereal thicken daughter gotten tired runny texture liked fine extra step however runnier texture make workable younger baby gagging texture problem,3
918,B000ER6YO0,5,Great stuff,This is the only food my daughter will eat consistly. She really enjoys it. The packaging is great. Never had any broken (having ordered 4 times).,2012-09-19,2012,2012-09,Positive,146,food daughter eat consistly really enjoys packaging great never broken ordered time,3
919,B000ER6YO0,5,Son loves it,My son loves the rice and lentil jars.  It's not as liquid in consistency as the peas and brown rice jars.  I have it on order with subscribe and save + amazon mom and it always arrives nicely packaged.,2012-09-05,2012,2012-09,Positive,202,son love rice lentil jar liquid consistency pea brown rice jar order subscribe save amazon mom always arrives nicely packaged,3
920,B000ER6YO0,5,Love it,"I have twin girls, they both loved the Vegetable Turkey Dinner.  It was one of their favorite baby foods.  Great price.",2012-07-06,2012,2012-07,Positive,119,twin girl loved vegetable turkey dinner one favorite baby food great price,3
921,B000ER6YO0,1,FOUND SHREDDED PLASTIC IN THE BABY FOOD!!!!,"I normally love Earth's Best products (as does my son). However, tonight after I'd given him half the jar I thought I would try some since it was a new flavor and I realized that there were little pieces or soft shredded plastic in it. I was appalled!  As this is my first child and I don't have any experience with this kind of thing, I called poison control. They said he would be ok and once I knew he was fine, I got really angry. I looked it up online and found that Earth's Best has actually known about the plastic for some time but are still selling it. Don't buy Earth's Best! Really disappointing.",2012-07-04,2012,2012-07,Negative,607,normally love earth best product son however tonight given half jar thought would try since new flavor realized little piece soft shredded plastic appalled first child experience kind thing called poison control said would ok knew fine got really angry looked online found earth best actually known plastic time still selling buy earth best really disappointing,3
922,B000ER6YO0,5,My son loves it!,My son really enjoys Earth's Best lentil!  He eats the entire jar for dinner and always wants more.  The product shipped very quickly.,2012-05-17,2012,2012-05,Positive,134,son really enjoys earth best lentil eats entire jar dinner always want product shipped quickly,3
923,B000ER6YO0,3,Meh.  My daughter eats most everything else... this isn't her thing.,"I introduced my daughter to Earth's Best Organic Turkey Vegetable Dinner at 4 months. A bit early, but she's advanced, as she was 6 weeks overdue.  She loved it at first.  But, I bought every other kind and now this is her least favorite.  I've tried some of it as well.  Of all of them, this is also my least favorite.",2011-10-08,2011,2011-10,Neutral,319,introduced daughter earth best organic turkey vegetable dinner month bit early advanced week overdue loved first bought every kind least favorite tried well also least favorite,3
924,B000ER6YO0,3,Not as yummy as Earth's Best's other flavors,"We received this in a dinner variety pack and tried it for the first time today. I always try her baby foods to make sure they are the right temperature (I put them in a bowl and microwave for 6-9 seconds) and taste ok. When I tasted this, I made a face because it was so yucky! I added sweet potatoes and a dash of cinnamon. To her credit, my (8 month old) daughter ate some bites, but not nearly as enthusiastically as the other flavors. I like that it has a mixture of organic vegetables in it and beans for protein.",2011-09-14,2011,2011-09,Neutral,519,received dinner variety pack tried first time today always try baby food make sure right temperature put bowl microwave second taste ok tasted made face yucky added sweet potato dash cinnamon credit month old daughter ate bite nearly enthusiastically flavor like mixture organic vegetable bean protein,3
925,B000ER6YO0,5,Son's 2nd Favorite Dish,I love the fact that there is turkey being offered. This is my son's 2nd favorite dish. No issues with it and a good balance of nutrients.,2011-09-01,2011,2011-09,Positive,138,love fact turkey offered son nd favorite dish issue good balance nutrient,3
926,B000ER6YO0,1,Had to toss 9 out of 12 jars,Only three jars came in a form edible to babies.  The rest of them were filled will a clump of spongy mush that would not mix with the water.  It also had a brown color and not the yellowish brown like the jars that had the good mixture.<br />Pretty disappointing and a waste of money.,2011-03-08,2011,2011-03,Negative,285,three jar came form edible baby rest filled clump spongy mush would mix water also brown color yellowish brown like jar good mixture br pretty disappointing waste money,3
927,B000ER6YO0,5,One of our favorites,"This is one of my son's favorite baby foods.  It does have a bit of sweetness, but not too sweet.  It's more runny than some of the other flavors, so we use a deeper spoon with this one, or add a little rice cereal to thicken it up.",2011-02-24,2011,2011-02,Positive,232,one son favorite baby food bit sweetness sweet runny flavor use deeper spoon one add little rice cereal thicken,3
928,B000ER6YO0,4,Our Baby Likes it,"For whatever reason, our son really likes this flavor. I'm not a fan myself, but I'm not the one eating it. Any time I can get a variety of vegetables into my baby in one sitting, I'm a happy mom.",2011-02-10,2011,2011-02,Positive,196,whatever reason son really like flavor fan one eating time get variety vegetable baby one sitting happy mom,3
929,B000ER6YO0,5,Our Baby's Favorite Dinner,The Rice and Lentil dinner is our son's absolute favorite. I don't know why but he gobbles this up every time. He enjoys most of the Earth's Best foods and we have only found a couple he doesn't eat (anything with too much apple) which is more a personal taste issue than the brand or particular combination. Some of the varieties tend to be too runny but this one has a great consistency right out of the jar.,2011-02-10,2011,2011-02,Positive,410,rice lentil dinner son absolute favorite know gobble every time enjoys earth best food found couple eat anything much apple personal taste issue brand particular combination variety tend runny one great consistency right jar,3
930,B000ER6YO0,4,My daughter's favorite jarred food,"My 7-1/2 month old absolutely loves this one...by far, it is her favorite jarred baby food. I like it because the lentils add a bit more protein than your average baby food, and I'm not ready to introduce her to meats yet.<br /><br />I do subscribe & save, which brings the price down to $0.80/jar. That's a fair price - not an amazing deal, but roughly equivalent to sale prices at the grocery store.  The bigger issue is that this particular blend is hard to find - I have to go to Whole Foods. My regular grocery store and Target carry Earth's Best, but not this blend. My daughter likes it so much, though, that I would still buy even if the price were a bit higher than store prices. It's a good one!",2011-01-29,2011,2011-01,Positive,705,month old absolutely love one far favorite jarred baby food like lentil add bit protein average baby food ready introduce meat yet br br subscribe save brings price jar fair price amazing deal roughly equivalent sale price grocery store bigger issue particular blend hard find go whole food regular grocery store target carry earth best blend daughter like much though would still buy even price bit higher store price good one,3
931,B000ER6YO0,5,yum,I always try the food before I feed it to my daughter and this one is actually pretty good. My daughter LOVES it. She gets all excited when I make it for her,2011-01-01,2011,2011-01,Positive,157,always try food feed daughter one actually pretty good daughter love get excited make,3
932,B000ER6YO0,5,the only jarred baby food my son ate,"From 6 month to 12 month, my son barely ate any solid food.  He was so picky.  We tried many different flavor from various brands and this was the only baby food that he'd actually finish the whole jar.  I didn't expect him to like this since it has very green vegetable scent to it, but I guessed it wrong.<br />Now he is 18 month old and he is a pretty healthy eater.  His current favorite seems to be tofu, but he still loves corn, zucchini, brown rice and carrot which are the ingredients of this.  I highly recommend to try this baby food.<br /><br />Also, Earth's Best makes not only the best baby foods but their toddler foods are fabulous as well.  My son doesn't really like any snacks from Gerber brand, but he likes most of the products from Earth's Best.  Their foods taste great(even for us adult) and so good for you too.",2010-12-29,2010,2010-12,Positive,835,month month son barely ate solid food picky tried many different flavor various brand baby food actually finish whole jar expect like since green vegetable scent guessed wrong br month old pretty healthy eater current favorite seems tofu still love corn zucchini brown rice carrot ingredient highly recommend try baby food br br also earth best make best baby food toddler food fabulous well son really like snack gerber brand like product earth best food taste great even u adult good,3
933,B000ER6YO0,3,A little more watery than other 2nd foods for EB,"Little Baby Picky will only eat this sometimes. This one is more watery than the others, so keep that in mind. Reviewing baby food is objective since all children are different, so I hope letting you know the consistency and texture help.",2010-12-02,2010,2010-12,Neutral,238,little baby picky eat sometimes one watery others keep mind reviewing baby food objective since child different hope letting know consistency texture help,3
934,B000ER6YO0,5,50 calories of yumminess,"This tastes so good that apparently our cat thinks so too -- he's constantly poking his furry face around every time we pop open one of these. There is absolutely nothing bad to say about these. I know some people have complained about the poor packaging but I believe that must've been fixed b/c I've not had any problems at all -- in fact, they securely bubble wrap these, then place them in an air-cushioned box and it all arrives perfectly every time.",2010-10-08,2010,2010-10,Positive,455,taste good apparently cat think constantly poking furry face around every time pop open one absolutely nothing bad say know people complained poor packaging believe must fixed b c problem fact securely bubble wrap place air cushioned box arrives perfectly every time,3
935,B000ER6YO0,5,Organic and tasty.,"I have 12 month olds and no time to write a great review, but they like all the flavors, the textures are great, and the jars open easily. Great on the go snack.",2010-04-05,2010,2010-04,Positive,161,month old time write great review like flavor texture great jar open easily great go snack,3
936,B000ER6YO0,5,One of my son's favorites,"My son started eating this when he was around 8 months old; he's now 14 months old and it's one of his favorites. Unfortunately, they don't carry it at the local grocery store (they carry other varieties of Earth's Best; just not this one or his other favorites, Spinach/Potatoes and Spaghetti with Cheese); they do carry it at some of the Whole Foods so I buy them there. I'm so glad to find them on Amazon! I get TIRED of ringing up a gazillion little jars at the store.<br /><br />We use this as a base and mix in other things - bits of cooked broccoli, small pieces of meat. I've also started adding spices to introduce him to new flavors.",2010-01-11,2010,2010-01,Positive,643,son started eating around month old month old one favorite unfortunately carry local grocery store carry variety earth best one favorite spinach potato spaghetti cheese carry whole food buy glad find amazon get tired ringing gazillion little jar store br br use base mix thing bit cooked broccoli small piece meat also started adding spice introduce new flavor,3
937,B000ER6YO0,5,Great,My baby loves Rice and Lentil and is one of her favorite things to eat.  If we are going somewhere I won't be able to warm the food she will eat this one cold.,2010-01-05,2010,2010-01,Positive,159,baby love rice lentil one favorite thing eat going somewhere able warm food eat one cold,3
938,B000ER6YO0,5,They make the best baby food.,My daughter loved this stuff. It is all natural and made very well.  Good to mix with other things as they get older too!  Beats Gerber.,2009-11-11,2009,2009-11,Positive,136,daughter loved stuff natural made well good mix thing get older beat gerber,3
939,B000ER6YO0,5,A favorite,"My daughter is outgrowing baby food but will still eat this.  We tried 3rd foods on her and she doesn't like the texture of them.  This is really good for her and she likes it, so we keep buying it.",2009-08-04,2009,2009-08,Positive,198,daughter outgrowing baby food still eat tried rd food like texture really good like keep buying,3
940,B000ER6YO0,5,Geat Product,My son loves the Best Earth's baby food and his favorite seems to be the Vegetable and Turkey. He smiles at every mouthful.<br /><br />I would recommend this product to anyone who is looking for healthy feeding the organic way. All the food I feed my son is through Earth's Best.,2009-07-06,2009,2009-07,Positive,279,son love best earth baby food favorite seems vegetable turkey smile every mouthful br br would recommend product anyone looking healthy feeding organic way food feed son earth best,3
941,B000ER6YO0,1,the garbanzo beans in it give horrible gas,To be fair only one of my twins got gas from this but it was horrible. Up all night screaming from gas pains. Garbanzo beans are not an ideal food for young babies.,2011-07-10,2011,2011-07,Negative,164,fair one twin got gas horrible night screaming gas pain garbanzo bean ideal food young baby,3
942,B000ER6YO0,2,Baby didn't like it,"I usually make my baby's food.... it's so easy, steam fruits & veggies and puree.... but sometimes I don't have enough time to cook and I buy Earth's Best baby foods....baby likes all the fruits and veggies so far but didn't like this one. She refused to eat it. When I tried it I understood why, I wouldn't eat it myself either... it tastes nasty.... my poor baby.... immediately I made her a homemade potato, zucchini, & asparagus puree and she loved it. I wouldn't recommend this flavor!",2011-01-09,2011,2011-01,Negative,490,usually make baby food easy steam fruit veggie puree sometimes enough time cook buy earth best baby food baby like fruit veggie far like one refused eat tried understood eat either taste nasty poor baby immediately made homemade potato zucchini asparagus puree loved recommend flavor,3
943,B000ER6YO0,5,My baby's favorite dinner,"My six month old baby loves the Earth's Best 2nd Sweet Potato Chicken Dinner - it's his favorite. He seems to love all the Earth's Best 2nd foods - fruits, vegetables, and dinners. The consistency of the food makes it easy for him to eat - not too thick, not too thin.",2009-04-26,2009,2009-04,Positive,268,six month old baby love earth best nd sweet potato chicken dinner favorite seems love earth best nd food fruit vegetable dinner consistency food make easy eat thick thin,3
944,B000ER6YO0,1,"Baby loves it, but there is plastic in it","This is my daughter's  most favorite baby food by far.  This is the only ones she'll eat and rarely will eat the other kinds.  However, the taste is very bland, for me as an adult at least. After you put the unfinished portion in the fridge, it may become sort of watery at which point I throw it out. It is unique from the others in the combination of vegetables it has, especially zucchini.<br />I had to update my review today, because I saw little pieces of thin stretchy plastic in two jars of this baby food.  PLASTIC IN BABY FOOD? I notified Earth's Best about it and will be sending them these pieces of plastic for testing, but I am not giving my baby this food any more, even though she likes it, that's it for us.",2011-08-07,2011,2011-08,Negative,724,daughter favorite baby food far one eat rarely eat kind however taste bland adult least put unfinished portion fridge may become sort watery point throw unique others combination vegetable especially zucchini br update review today saw little piece thin stretchy plastic two jar baby food plastic baby food notified earth best sending piece plastic testing giving baby food even though like u,3
945,B000ER6YO0,5,Baby likes this one,"The earths best he eats the most, this one is a little thicker than his original chicken/sweet potato favorite which is very runny.",2010-10-13,2010,2010-10,Positive,131,earth best eats one little thicker original chicken sweet potato favorite runny,3
946,B000ER6YO0,5,Organic and Tasty,I'd continue to buy but I'm moving over to more home made finger foods and away from glass jars...shattered too many. They like all the flavors though. Great textures too.,2010-04-05,2010,2010-04,Positive,171,continue buy moving home made finger food away glass jar shattered many like flavor though great texture,3
947,B000ER6YO0,4,My baby liked it,I didn't eat any but my baby liked it. She said it was savory but sweet and it reminded her of fine dining in Tuscany. Also I like that with the jarred foods is you know when you recycle it will never become waste. I just learned this and am telling everyone - only glass recycles forever. And if you don't recycle then you and I have nothing in common and you should stop reading here. It's not even a hard thing to do anymore. Nobody else in my building recycles and it drives me crazy. You just rinse it and put it in a different bin and still put it out on trash day. Stop being lazy.,2011-10-28,2011,2011-10,Positive,588,eat baby liked said savory sweet reminded fine dining tuscany also like jarred food know recycle never become waste learned telling everyone glass recycles forever recycle nothing common stop reading even hard thing anymore nobody else building recycles drive crazy rinse put different bin still put trash day stop lazy,3
948,B000ER6YO0,1,moms (and dads) beware of plastic in the food,I just wanted to post here that I found small bits of plastic in this food as I was feeding my 9 month old.  Plastic!!! in food!!!! baby food!!!  So please be careful if you buy this or are considering it.<br /><br />My daughter LOVES this food-- it's actually her favorite.  This is the first time we have noticed plastic in it in over 2 months.,2011-04-06,2011,2011-04,Negative,346,wanted post found small bit plastic food feeding month old plastic food baby food please careful buy considering br br daughter love food actually favorite first time noticed plastic month,3
949,B003KDCJYY,4,Allday Energy,Pretty good product.  The taste isn't the best but it's definitely not the worse either.  It gives a pretty smooth energetic kick.,2012-08-05,2012,2012-08,Positive,130,pretty good product taste best definitely worse either give pretty smooth energetic kick,3
950,B000MTIYF2,5,The best!,"I am a true Seattle coffee addict, and I have never had a better coffee candy.",2007-04-03,2007,2007-04,Positive,78,true seattle coffee addict never better coffee candy,5
951,B002E0RIHM,4,Tasty Fruit,Sent this basket to my father for his birthday.  He said the fruit was very fresh and sweet.  Happy with this healthy purchase!,2010-01-22,2010,2010-01,Positive,127,sent basket father birthday said fruit fresh sweet happy healthy purchase,3
952,B002E0RIHM,5,Beautiful fresh and it came easrly!v Yey!!,"This fruit gift really was the perfect gift! Everything was fresh, well packed and tasty looking! And the people that received it assured me that it was quite tasty tasting too. And tried the chocolate covered cherries ad was surprised at how delicious they were! So thank you! I needed something in a pinch and it came even earlier than expected!SO THANK YOU AGAIN! Dharana,San Francisco",2010-01-21,2010,2010-01,Positive,388,fruit gift really perfect gift everything fresh well packed tasty looking people received assured quite tasty tasting tried chocolate covered cherry ad surprised delicious thank needed something pinch came even earlier expected thank dharana san francisco,3
953,B002E0RIHM,5,"Fresh Fruit, Dark Chocolate","I got it for my Girlfriend for her Birthday.  The Fruit actually tasted fresh and yummy!  I love dark chocolate, so I loved the dark chocolate almonds.  Next time I'll give the Organic version of this product... to someone close so they share with me  :)",2009-12-22,2009,2009-12,Positive,254,got girlfriend birthday fruit actually tasted fresh yummy love dark chocolate loved dark chocolate almond next time give organic version product someone close share,3
954,B000S806VM,5,Sassafras Tea Bags,As a child my facorite memory was drinking Sassafras tea made from fresh sassafras with my Granddad. I have never seen it in a tea bag before. I found that to get the taste I remember I needed 2 bags per cup. The bags are rather fragile but all in all it is a really great product that I will buy again and again. Plus the shipping time was great.,2010-06-10,2010,2010-06,Positive,347,child facorite memory drinking sassafras tea made fresh sassafras granddad never seen tea bag found get taste remember needed bag per cup bag rather fragile really great product buy plus shipping time great,4
955,B000S806VM,4,sassafrass tea,"I grew up in Ohio and lived in the woods where sassafrass trees were plentiful. I would dig tender roots or ""bark"" a few trees for a delightful tea.  I purchased Breezy Morning Sassafrass tea and although was quite good it was very expensive for only 20 average size tea bags and shipping was as much as the product.  Not a good bargain.  I switched to Pappy's extract.",2011-03-04,2011,2011-03,Positive,369,grew ohio lived wood sassafras tree plentiful would dig tender root bark tree delightful tea purchased breezy morning sassafras tea although quite good expensive average size tea bag shipping much product good bargain switched pappy extract,4
956,B000S806VM,4,Good tasten tea.,I ordered this on-line and received it in just a few days (3).  The tea is excellent and the price was right for  me.,2009-09-02,2009,2009-09,Positive,117,ordered line received day tea excellent price right,4
957,B000S806VM,5,hard to find tea,"I purchased this tea for my neighbor as a present, she has been looking for sassafras tea for a long time, I didn't realize it was so hard to find!  She absolutely loves it, made a great surprise christmas gift.",2012-01-15,2012,2012-01,Positive,211,purchased tea neighbor present looking sassafras tea long time realize hard find absolutely love made great surprise christmas gift,4
958,B000S806VM,5,Better Taste Than I Expected,I heard some great things about Sassafras and wanted to try it.  I was worried about the taste but it turned out to be a lot better than i anticipated.  I'm actually gonna order the 4-pack and continue drinking it over time.  Don't trust the FDA!!,2011-05-24,2011,2011-05,Positive,247,heard great thing sassafras wanted try worried taste turned lot better anticipated actually gonna order pack continue drinking time trust fda,3
959,B000S806VM,5,lovely!,"bought this for my dad. for about 2 years he would complain to be about how he hasn't had this tea since he was about 9. finally, after many nights of drinking my tea annoyed, i bought him the tea so he'd shut up.",2012-01-30,2012,2012-01,Positive,213,bought dad year would complain tea since finally many night drinking tea annoyed bought tea shut,4
960,B000S806VM,1,K,"I first tasted Sassafras tea in a local restaurant and really liked it.  So I started looking in grocery stores and online for it in a teabag form.  After several weeks of investigation I called the restaurant and asked what they used to make the tea.  I was told is was Pappy's Sassafras Concentrate.  I looked online and found it at Amazon.com.  As I was ordering it I also saw the Sassafras Teabags.  I thought I'd order a box to try.  I was very dissapointed.  It didn't taste like the flat rootbeer I was expecting.  It was more like black licorice, which I hate, with a very mild rootbeer undertone.  It also didn't have the distinctive red color that you get by steeping the sassafras root.<br /><br />I've never had real Sassafras tea made with the root so I don't know if the teabags are more like the real thing or not.  Bottom line:  I won't buy the teabags again.",2012-09-18,2012,2012-09,Negative,875,first tasted sassafras tea local restaurant really liked started looking grocery store online teabag form several week investigation called restaurant asked used make tea told pappy sassafras concentrate looked online found amazon com ordering also saw sassafras teabags thought order box try dissapointed taste like flat rootbeer expecting like black licorice hate mild rootbeer undertone also distinctive red color get steeping sassafras root br br never real sassafras tea made root know teabags like real thing bottom line buy teabags,4
961,B000S806VM,5,Great product.,Great tasting tea I have been looking for a good  Sassafras tea forever.Finally. I will be ordering this product again .<br />Thanks Kim:D,2012-05-30,2012,2012-05,Positive,138,great tasting tea looking good sassafras tea forever finally ordering product br thanks kim,4
962,B000S806VM,2,Sass Tea,"I did not care for this product at all, I thought it was the same tea my sisters and I use to drink when we were in elementary school. I found out the tea we use to drink actually came from the root of a particular type of tree.",2012-04-26,2012,2012-04,Negative,228,care product thought tea sister use drink elementary school found tea use drink actually came root particular type tree,4
963,B000S806VM,2,The most awful taste,"I purchased this because I read that it was a natural cure for hives..Um, how about NOT.  It did nothing for my hives and it tastes awful.  Luckily, a co-worker of mine loves this stuff (reminds him of his grandmother) and I gave it to him.  Yucky, yucky stuff.",2009-07-04,2009,2009-07,Negative,261,purchased read natural cure hive um nothing hive taste awful luckily co worker mine love stuff reminds grandmother gave yucky yucky stuff,3
964,B000YT5DBS,2,"These are good, but ...","These are good sunflower seeds at a good price if you prefer the unsalted variety, which can be hard to find.<br /><br />One thing to keep in mind though, is the expiration or ""best by"" date.  For example, if you order these in April and the batch you receive has a June ""use by"" date, it may be a stretch to consume the 300 bags before the seeds start going rancid on you.  Since they're roasted in oil and unsalted, these seeds may spoil more readily than the salted variety, even if refrigerated upon receipt.<br /><br />Amazon doesn't seem to specify ""use by"" dates for the food products they sell, so it's a gamble for the purchaser.  I'm assuming that Amazon won't ship stuff that has ""expired"", but they probably ship out the oldest stock first, and the ""use by"" date on the item may not be what you would select if you had a choice.",2009-08-02,2009,2009-08,Negative,840,good sunflower seed good price prefer unsalted variety hard find br br one thing keep mind though expiration best date example order april batch receive june use date may stretch consume bag seed start going rancid since roasted oil unsalted seed may spoil readily salted variety even refrigerated upon receipt br br amazon seem specify use date food product sell gamble purchaser assuming amazon ship stuff expired probably ship oldest stock first use date item may would select choice,1
965,B005NEXK6Y,5,Great product!,"I love Panang Curry but would rather avoid the white rice that most restaurants serve with it.  So decided to try making my own, and with this product, I get exactly what I want, hot tasty Panang Curry adding lots of fresh veggies, tofu and brown rice.  And it's very hot, didn't have to add any spices at all.  Great product, will purchase again.",2012-10-16,2012,2012-10,Positive,347,love panang curry would rather avoid white rice restaurant serve decided try making product get exactly want hot tasty panang curry adding lot fresh veggie tofu brown rice hot add spice great product purchase,3
966,B005NEXK6Y,3,Great Paste BUT Way Overpriced like 3x more,"I purchased this for a friend who loves to cook only to find out that I paid 3 times more than what I should be. $13.95 for 4 cans is highway robbery now that I know that I can purchase one can for around $1.09. Now as far as the item itself, this brand of Panang Paste is excellent. The beef panang dish my friend made using this paste was as good as the ones in the Thai restaurant. I would recommend the paste but not the price.",2012-09-07,2012,2012-09,Neutral,431,purchased friend love cook find paid time can highway robbery know purchase one around far item brand panang paste excellent beef panang dish friend made using paste good one thai restaurant would recommend paste price,3
967,B005NEXK6Y,5,so easy to use,"Best paste I have tried! So easy to use. Just saute you meat, add veggies, paste, and a tin of coconut milk. Quick and tasty! I am on weight watchers and tried using the light coconut milk instead of the full fat. It works for the panang paste especially if you add a heaping tablespoon of crunchy peanut butter.. but the yellow, green, and red are spicy and need the full fat coconut milk to balance it out.",2012-01-31,2012,2012-01,Positive,408,best paste tried easy use saute meat add veggie paste tin coconut milk quick tasty weight watcher tried using light coconut milk instead full fat work panang paste especially add heaping tablespoon crunchy peanut butter yellow green red spicy need full fat coconut milk balance,3
